------+---------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File         Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
 1820 |  1 SMBDEMO.S    535 | Code        | 00 |  1 >>16 |    3 | 00/059A : F4 00 00    |                                 PEA       #^#destaddr          
 1827 |  1 SMBDEMO.S    535 | Code        | 00 |  2      |    3 | 00/059D : F4 DA 07    |                                 PEA       #destaddr            
 1830 |  1 SMBDEMO.S    536 | Macro       | 00 |         |    0 | 00/05A0               |                                 PushWord  #0000                
 1832 |  1 SMBDEMO.S    536 | Code        | 00 |         |    3 | 00/05A0 : F4 00 00    |                                 PEA       #0000                
 1835 |  1 SMBDEMO.S    537 | Macro       | 00 |         |    0 | 00/05A3               |                                 _TCPIPConvertIPToASCII                       
 1836 |  1 SMBDEMO.S    537 | Code        | 00 |         |    3 | 00/05A3 : A2 36 0E    |                                 LDX       #$0E00+$36           
 1837 |  1 SMBDEMO.S    537 | Code        | 00 |         |    4 | 00/05A6 : 22 00 00 E1 |                                 JSL       $E10000              
 1838 |  1 SMBDEMO.S    538 | Code        | 00 |         |    1 | 00/05AA : 68          |                                 pla                            
 1839 |  1 SMBDEMO.S    539 | Empty       | 00 |         |    0 | 00/05AB               |                                                                
 1840 |  1 SMBDEMO.S    540 | Macro       | 00 |         |    0 | 00/05AB               |                                 PushWord  CTSText6             ; preserve old length byte (word)
 1845 |  1 SMBDEMO.S    540 | Code        | 00 |  2      |    3 | 00/05AB : AD 32 0B    |                                 LDA       CTSText6             
 1846 |  1 SMBDEMO.S    540 | Code        | 00 |         |    1 | 00/05AE : 48          |                                 PHA                            
 1848 |  1 SMBDEMO.S    541 | Empty       | 00 |         |    0 | 00/05AF               |                                                                
 1849 |  1 SMBDEMO.S    542 | Code        | 11 |         |    2 | 00/05AF : E2 30       |                                 sep       #$30                 
 1850 |  1 SMBDEMO.S    543 | Directive   | 11 |         |    0 | 00/05B1               |                                 mx        %11                  
 1851 |  1 SMBDEMO.S    544 | Code        | 11 |  2      |    3 | 00/05B1 : AD DA 07    |                                 lda       destaddr             
 1852 |  1 SMBDEMO.S    545 | Code        | 11 |         |    1 | 00/05B4 : AA          |                                 tax                            
 1853 |  1 SMBDEMO.S    546 | Code        | 11 |         |    1 | 00/05B5 : 18          |                                 clc                            
 1854 |  1 SMBDEMO.S    547 | Code        | 11 |  2      |    3 | 00/05B6 : 6D 32 0B    |                                 adc       CTSText6             
 1855 |  1 SMBDEMO.S    548 | Code        | 11 |  2      |    3 | 00/05B9 : 8D 32 0B    |                                 sta       CTSText6             
 1856 |  1 SMBDEMO.S    549 | Code        | 11 |  2      |    3 | 00/05BC : BD DA 07    | ipcopy                          lda       destaddr,x           
 1857 |  1 SMBDEMO.S    550 | Code        | 11 |  2      |    3 | 00/05BF : 9D 48 0B    |                                 sta       ascdest-1,x          
 1858 |  1 SMBDEMO.S    551 | Code        | 11 |         |    1 | 00/05C2 : CA          |                                 dex                            
 1859 |  1 SMBDEMO.S    552 | Code        | 11 |         |    2 | 00/05C3 : D0 F7       |                                 bne       ipcopy               
 1860 |  1 SMBDEMO.S    553 | Code        | 00 |         |    2 | 00/05C5 : C2 30       |                                 rep       #$30                 
 1861 |  1 SMBDEMO.S    554 | Directive   | 00 |         |    0 | 00/05C7               |                                 mx        %00                  
 1862 |  1 SMBDEMO.S    555 | Empty       | 00 |         |    0 | 00/05C7               |                                                                
 1863 |  1 SMBDEMO.S    556 | Macro       | 00 |         |    0 | 00/05C7               |                                 PushLong  CTSWinPtr            
 1871 |  1 SMBDEMO.S    556 | Code        | 00 |  2      |    3 | 00/05C7 : AD 5D 07    |                                 LDA       CTSWinPtr+2          
 1872 |  1 SMBDEMO.S    556 | Code        | 00 |         |    1 | 00/05CA : 48          |                                 PHA                            
 1880 |  1 SMBDEMO.S    556 | Code        | 00 |  2      |    3 | 00/05CB : AD 5B 07    |                                 LDA       CTSWinPtr            
 1881 |  1 SMBDEMO.S    556 | Code        | 00 |         |    1 | 00/05CE : 48          |                                 PHA                            
 1883 |  1 SMBDEMO.S    557 | Macro       | 00 |         |    0 | 00/05CF               |                                 PushWord  #1350                
 1885 |  1 SMBDEMO.S    557 | Code        | 00 |         |    3 | 00/05CF : F4 46 05    |                                 PEA       #1350                
 1888 |  1 SMBDEMO.S    558 | Macro       | 00 |         |    0 | 00/05D2               |                                 PushLong  #CTSText6            
 1892 |  1 SMBDEMO.S    558 | Code        | 00 |  1 >>16 |    3 | 00/05D2 : F4 00 00    |                                 PEA       #^#CTSText6          
 1899 |  1 SMBDEMO.S    558 | Code        | 00 |  2      |    3 | 00/05D5 : F4 32 0B    |                                 PEA       #CTSText6            
 1902 |  1 SMBDEMO.S    559 | Macro       | 00 |         |    0 | 00/05D8               |                                 _SetIText                       ; change status to 'Connecting'
 1904 |  1 SMBDEMO.S    559 | Code        | 00 |         |    3 | 00/05D8 : A2 15 20    |                                 LDX       #$2015               ; load tool call #
 1905 |  1 SMBDEMO.S    559 | Code        | 00 |         |    4 | 00/05DB : 22 00 00 E1 |                                 JSL       $E10000              ; go to dispatcher
 1906 |  1 SMBDEMO.S    560 | Empty       | 00 |         |    0 | 00/05DF               |                                                                
 1907 |  1 SMBDEMO.S    561 | Code        | 00 |         |    1 | 00/05DF : 68          |                                 pla                            
 1908 |  1 SMBDEMO.S    562 | Code        | 00 |  2      |    3 | 00/05E0 : 8D 32 0B    |                                 sta       CTSText6             ; restore length byte
 1909 |  1 SMBDEMO.S    563 | Empty       | 00 |         |    0 | 00/05E3               |                                                                
 1910 |  1 SMBDEMO.S    564 | Macro       | 00 |         |    0 | 00/05E3               |                                 PushWord  #0000                ; space for result
 1912 |  1 SMBDEMO.S    564 | Code        | 00 |         |    3 | 00/05E3 : F4 00 00    |                                 PEA       #0000                
 1915 |  1 SMBDEMO.S    565 | Macro       | 00 |         |    0 | 00/05E6               |                                 PushWord  {$0}                 ; our Memory Manager handle
 1920 |  1 SMBDEMO.S    565 | Code        | 00 |         |    2 | 00/05E6 : A5 00       |                                 LDA       {$0}                 
 1921 |  1 SMBDEMO.S    565 | Code        | 00 |         |    1 | 00/05E8 : 48          |                                 PHA                            
 1923 |  1 SMBDEMO.S    566 | Macro       | 00 |         |    0 | 00/05E9               |                                 PushLong  ipaddrip             ; ipaddress to connect to
 1931 |  1 SMBDEMO.S    566 | Code        | 00 |  2      |    3 | 00/05E9 : AD C8 07    |                                 LDA       ipaddrip+2           
 1932 |  1 SMBDEMO.S    566 | Code        | 00 |         |    1 | 00/05EC : 48          |                                 PHA                            
 1940 |  1 SMBDEMO.S    566 | Code        | 00 |  2      |    3 | 00/05ED : AD C6 07    |                                 LDA       ipaddrip             
 1941 |  1 SMBDEMO.S    566 | Code        | 00 |         |    1 | 00/05F0 : 48          |                                 PHA                            
 1943 |  1 SMBDEMO.S    567 | Macro       | 00 |         |    0 | 00/05F1               |                                 PushWord  #0445                ; try port 445 first
 1945 |  1 SMBDEMO.S    567 | Code        | 00 |         |    3 | 00/05F1 : F4 BD 01    |                                 PEA       #0445                
 1948 |  1 SMBDEMO.S    568 | Macro       | 00 |         |    0 | 00/05F4               |                                 PushWord  #0000                ; default TOS: 0000
 1950 |  1 SMBDEMO.S    568 | Code        | 00 |         |    3 | 00/05F4 : F4 00 00    |                                 PEA       #0000                
 1953 |  1 SMBDEMO.S    569 | Macro       | 00 |         |    0 | 00/05F7               |                                 PushWord  #$0040               ; default TTL: 64
 1955 |  1 SMBDEMO.S    569 | Code        | 00 |         |    3 | 00/05F7 : F4 40 00    |                                 PEA       #$0040               
 1958 |  1 SMBDEMO.S    570 | Macro       | 00 |         |    0 | 00/05FA               |                                 _TCPIPLogin                       
 1959 |  1 SMBDEMO.S    570 | Code        | 00 |         |    3 | 00/05FA : A2 36 23    |                                 LDX       #$2300+$36           
 1960 |  1 SMBDEMO.S    570 | Code        | 00 |         |    4 | 00/05FD : 22 00 00 E1 |                                 JSL       $E10000              
 1961 |  1 SMBDEMO.S    571 | Code        | 00 |         |    1 | 00/0601 : 68          |                                 pla                            
